thisRow.t,notes,Welcome.started,welcome.started,key_resp.started,Welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,baselineInstructions.started,collectbaselineslide.started,key_resp_2.started,baselineInstructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fixationCross.started,fixationcross.started,fixationCross.stopped,instructions.started,instructionss.started,key_resp_3.started,instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.024434540999209275,0.032720582999900216,0.032720582999900216,2.165013874997385,space,1.9198213320014474,None,,,,,,,,,,,,,,,,,,155265,001,2025-03-15_17h22.40.771,GameInterfacePsychopy,2024.2.4,None,2025-03-15 17h22.49.800104 -0300,
,,,,,,,,,2.1650816250003118,2.202047374998074,2.202047374998074,2.924381499997253,space,0.7140359580007498,None,,,,,,,,,,,155265,001,2025-03-15_17h22.40.771,GameInterfacePsychopy,2024.2.4,None,2025-03-15 17h22.49.800104 -0300,
,,,,,,,,,,,,,,,,2.9244259999977658,2.9381754159985576,12.92448499999955,,,,,,,,155265,001,2025-03-15_17h22.40.771,GameInterfacePsychopy,2024.2.4,None,2025-03-15 17h22.49.800104 -0300,
,,,,,,,,,,,,,,,,,,,12.924521957997058,12.930261707999307,12.930261707999307,20.64909012499993,space,7.71213641599752,None,155265,001,2025-03-15_17h22.40.771,GameInterfacePsychopy,2024.2.4,None,2025-03-15 17h22.49.800104 -0300,
