thisRow.t,notes,Welcome.started,welcome.started,key_resp.started,Welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,baselineInstructions.started,collectbaselineslide.started,key_resp_2.started,baselineInstructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fixationCross.started,fixationcross.started,fixationcross.stopped,fixationCross.stopped,instructions.started,instructionss.started,key_resp_3.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.022490625000500586,0.027627916999335866,0.027627916999335866,3.3860505830016336,space,3.3490473330020905,None,,,,,,,,,,,,,,,091616,001,2025-03-15_17h21.11.746,GameInterfacePsychopy,2024.2.4,None,2025-03-15 17h21.19.705318 -0300,
,,,,,,,,,3.386129708000226,3.40079091699954,3.40079091699954,5.151796124999237,space,1.7499807910025993,None,,,,,,,,091616,001,2025-03-15_17h21.11.746,GameInterfacePsychopy,2024.2.4,None,2025-03-15 17h21.19.705318 -0300,
,,,,,,,,,,,,,,,,5.151845000000321,5.156215458002407,15.159762250001222,15.151881125002546,,,,091616,001,2025-03-15_17h21.11.746,GameInterfacePsychopy,2024.2.4,None,2025-03-15 17h21.19.705318 -0300,
,,,,,,,,,,,,,,,,,,,,15.151959582999552,15.159762250001222,15.159762250001222,,,,,,,,
